,Unnamed: 0,Delivery_person_Age,Delivery_person_Ratings,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min),distance
15098,38161,22.0,4.8,Windy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,26,20002.508012619965
15099,38519,32.0,4.7,Cloudy,Medium,0,Meal,motorcycle,3.0,No,Metropolitian,47,20002.508642124503
15100,28725,39.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28,20002.513819431588
15101,45422,39.0,5.0,Stormy,Medium,1,Buffet,scooter,1.0,No,Metropolitian,28,20002.513602684685
15102,40925,36.0,4.9,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25,20002.514159419083
15103,42756,26.0,4.9,Stormy,Medium,1,Snack,scooter,1.0,No,Metropolitian,26,20002.51746186211
15104,17098,39.0,4.1,Sandstorms,Jam,1,Snack,motorcycle,1.0,No,Metropolitian,33,20002.518774187352
15105,29469,25.0,4.7,Sunny,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,23,20002.5187236775
15106,28040,31.0,4.3,Cloudy,High,2,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.517400182627
15107,14244,37.0,4.2,Stormy,High,0,Snack,motorcycle,1.0,No,Metropolitian,42,20002.519726800314
15108,24612,29.0,4.2,Windy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.514159992905
15109,36327,21.0,4.6,Stormy,Medium,2,Drinks,scooter,0.0,No,Metropolitian,20,20002.517401030065
15110,31614,34.0,4.9,Fog,Jam,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.498020245428
15111,1929,33.0,4.6,Cloudy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,52,20002.48825439131
15112,44502,26.0,4.8,Windy,Medium,2,Meal,electric_scooter,1.0,No,Urban,25,20002.505279354642
15113,14392,35.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,42,20002.50832758646
15114,28749,24.0,4.7,Windy,Jam,1,Snack,motorcycle,0.0,No,Metropolitian,15,20002.511543588123
15115,22729,32.0,4.3,Stormy,Jam,0,Snack,motorcycle,2.0,No,Metropolitian,35,20002.515576659665
15116,44840,36.0,5.0,Cloudy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,37,20002.50511448483
15117,38224,,,,,3,Drinks,electric_scooter,1.0,No,Metropolitian,35,20002.5136199386
15118,11780,21.0,4.8,Cloudy,Low,1,Snack,scooter,0.0,No,Metropolitian,15,20002.518774187352
15119,18992,34.0,4.2,Sandstorms,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.518805807336
15120,28777,39.0,5.0,Sandstorms,Jam,1,Meal,scooter,0.0,No,Urban,25,20002.515837471765
15121,30474,33.0,4.8,Windy,Medium,0,Drinks,motorcycle,1.0,No,Urban,30,20002.488403964122
15122,11320,,,Fog,Low,2,Meal,scooter,1.0,No,Urban,31,20002.505517789574
15123,25872,21.0,5.0,Fog,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,41,20002.490986850098
15124,29788,28.0,5.0,Sunny,Jam,2,Drinks,scooter,1.0,No,Metropolitian,17,20002.515823775957
15125,26048,24.0,4.9,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,16,20002.51592672132
15126,24560,27.0,4.8,Sunny,Medium,1,Meal,scooter,0.0,No,Metropolitian,19,20002.508297274988
15127,16314,21.0,4.7,Cloudy,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,48,20002.508823487377
15128,4568,20.0,4.9,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,14,20002.519691312027
15129,24412,28.0,4.6,Cloudy,Medium,1,Buffet,scooter,0.0,No,Urban,18,20002.51872398269
15130,26208,39.0,5.0,Fog,Low,0,Snack,motorcycle,1.0,No,Urban,27,20002.513848083578
15131,18359,23.0,4.1,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,18,20002.519710616823
15132,6599,22.0,4.5,Sandstorms,Medium,1,Buffet,scooter,0.0,No,,15,20002.50595428634
15133,1847,31.0,3.5,Stormy,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.50928183873
15134,881,20.0,4.9,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.518719708063
15135,15615,37.0,4.7,Stormy,Medium,2,Snack,scooter,0.0,No,Urban,30,20002.508732857812
15136,6063,34.0,4.0,Sandstorms,High,1,Snack,scooter,2.0,No,Metropolitian,32,20002.5175250248
15137,2188,25.0,4.9,Windy,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,20002.508994631058
15138,37267,27.0,4.9,Fog,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,42,20002.508642345823
15139,21481,24.0,5.0,Fog,Jam,0,Snack,motorcycle,2.0,Yes,Metropolitian,49,20002.488481661345
15140,29609,27.0,4.7,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.51154240116
15141,17330,25.0,4.8,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,22,20002.518817232674
15142,2781,35.0,4.4,Cloudy,High,0,Snack,motorcycle,1.0,No,Metropolitian,32,20002.517552734913
15143,34861,36.0,4.8,Sandstorms,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.505562597788
15144,33056,25.0,4.7,Windy,Low,2,Drinks,scooter,0.0,No,Metropolitian,18,20002.490107106438
15145,38780,23.0,2.5,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,32,20002.511351104604
15146,41353,35.0,4.6,Sandstorms,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,24,20002.5196689876
15147,18561,26.0,4.6,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,23,20002.489395439254
15148,2560,21.0,4.7,Fog,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,29,20002.513965542163
15149,16216,28.0,4.8,Windy,Medium,2,Buffet,scooter,1.0,No,Metropolitian,28,20002.51415682591
15150,32010,31.0,4.9,Cloudy,Low,1,Drinks,motorcycle,0.0,No,Urban,26,20002.511351252204
15151,9551,39.0,4.7,Fog,Low,2,Snack,scooter,0.0,No,Urban,15,20002.520245898402
15152,530,31.0,4.0,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,42,20002.508571516017
15153,39047,31.0,4.9,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,24,20002.518768203267
15154,5612,28.0,5.0,Cloudy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,24,20002.508643170302
15155,23022,37.0,4.9,Cloudy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,26,20002.511868510668
15156,36479,26.0,5.0,Stormy,Jam,1,Drinks,motorcycle,1.0,No,Urban,23,20002.505280065674
15157,36644,21.0,4.9,Sunny,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,18,20002.52025139077
15158,18146,29.0,4.3,Fog,Medium,1,Meal,motorcycle,1.0,No,Metropolitian,32,20002.489797876482
15159,43405,32.0,4.9,Sandstorms,Jam,2,Snack,scooter,1.0,No,Metropolitian,29,20002.49101833479
15160,9978,27.0,4.7,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,17,20002.49023789409
15161,31995,31.0,4.1,Windy,Jam,2,Meal,scooter,1.0,No,Metropolitian,36,20002.508943464272
15162,43189,31.0,4.7,Sunny,High,0,Drinks,motorcycle,1.0,No,Urban,29,20002.520245440584
15163,12432,26.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,19,20002.513796538773
15164,11363,39.0,4.6,Sandstorms,Jam,1,Buffet,motorcycle,0.0,No,Urban,27,20002.515699358206
15165,31888,33.0,4.8,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,15,20002.519669176814
15166,2401,36.0,4.2,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,34,20002.508572633298
15167,40712,37.0,4.1,Cloudy,Jam,2,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.51595893269
15168,33104,23.0,4.6,Windy,Low,2,Buffet,scooter,1.0,,,10,20002.505892183868
15169,9635,21.0,4.7,Sunny,Jam,2,Meal,motorcycle,0.0,No,Urban,10,20002.515576659665
15170,25237,30.0,4.7,Fog,Low,2,Buffet,electric_scooter,0.0,No,Urban,15,20002.519705555784
15171,10549,33.0,5.0,Cloudy,Medium,2,Meal,motorcycle,1.0,No,Metropolitian,31,20002.511608758592
15172,18764,26.0,4.5,Windy,Jam,1,Meal,motorcycle,1.0,No,Urban,15,20002.497550208464
15173,7256,24.0,4.8,Windy,High,1,Meal,motorcycle,0.0,No,Metropolitian,27,20002.52024200717
15174,30414,31.0,4.7,Windy,Medium,2,Snack,scooter,1.0,No,Metropolitian,25,20002.51116250719
15175,42604,29.0,4.6,Fog,Jam,1,Buffet,scooter,1.0,No,Metropolitian,33,20002.505875135244
15176,40071,28.0,4.9,Windy,Jam,2,Buffet,electric_scooter,1.0,No,Urban,15,20002.497558892952
15177,5928,39.0,4.9,Sunny,Jam,2,Buffet,electric_scooter,0.0,No,Metropolitian,17,20002.505513069522
15178,1833,20.0,4.9,Cloudy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,28,20002.51732220814
15179,4753,27.0,4.2,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,31,20002.511351252204
15180,11482,36.0,4.5,Windy,Jam,1,Drinks,scooter,0.0,No,Metropolitian,28,20002.518910174487
15181,13691,31.0,4.6,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Urban,28,20002.505851816117
15182,39289,28.0,4.8,Fog,Low,2,Buffet,scooter,1.0,No,Metropolitian,19,20002.520236345234
15183,4872,27.0,4.6,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,17,20002.505745592167
15184,45188,31.0,3.9,Cloudy,Low,1,Buffet,scooter,1.0,No,Metropolitian,36,20002.48931262718
15185,1472,24.0,4.9,Windy,Jam,2,Snack,scooter,1.0,No,Metropolitian,20,20002.488250942264
15186,41690,22.0,4.6,Stormy,Medium,0,Snack,motorcycle,1.0,No,Urban,23,20002.508685292807
15187,19617,23.0,5.0,Fog,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,27,20002.51881723031
15188,33247,30.0,4.9,Stormy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,21,20002.497554550075
15189,11746,34.0,5.0,Windy,Low,2,Buffet,scooter,1.0,No,Metropolitian,25,20002.498494095453
15190,28872,,,Sunny,High,2,Meal,motorcycle,1.0,No,Metropolitian,21,20002.520236318498
15191,6692,36.0,3.5,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,38,20002.50894197849
15192,19943,35.0,5.0,Cloudy,Low,1,Meal,scooter,0.0,No,Metropolitian,17,20002.5202413205
15193,34935,35.0,4.2,Stormy,Medium,1,Drinks,scooter,1.0,No,Metropolitian,32,20002.517378909495
15194,37697,29.0,4.6,Fog,Medium,2,Meal,scooter,0.0,No,,12,20002.515576659665
15195,36210,20.0,4.8,Stormy,Low,1,Snack,motorcycle,0.0,No,Metropolitian,16,20002.49755020721
15196,43334,24.0,4.7,Fog,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,27,20002.496957495794
15197,35974,20.0,4.8,Windy,Medium,2,Drinks,motorcycle,1.0,No,Metropolitian,26,20002.51140434591
15198,8662,32.0,5.0,Sunny,Low,2,Meal,motorcycle,1.0,No,Metropolitian,14,20002.519669007703
15199,18840,35.0,3.9,Stormy,Jam,1,Meal,scooter,1.0,No,Metropolitian,32,20002.49101885505
15200,5314,24.0,4.8,Windy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,20,20002.505556585755
15201,11657,26.0,4.4,Sandstorms,Low,0,Meal,motorcycle,1.0,No,Metropolitian,24,20002.519691293106
15202,44762,33.0,4.8,Fog,Low,2,Snack,scooter,0.0,No,Metropolitian,17,20002.51876818046
15203,10459,21.0,4.5,Windy,Medium,1,Buffet,motorcycle,0.0,No,Urban,21,20002.50894471597
15204,40112,31.0,4.9,Windy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,28,20002.486324473928
15205,5560,27.0,4.9,Sunny,Jam,2,Snack,scooter,1.0,No,Metropolitian,18,20002.518858587704
15206,18420,30.0,4.8,Sandstorms,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,34,20002.513621471127
15207,27456,24.0,4.1,Windy,Low,0,Drinks,motorcycle,0.0,No,,17,20002.515700292646
15208,8069,39.0,4.7,Stormy,High,0,Drinks,motorcycle,3.0,Yes,Metropolitian,46,20002.517566431463
15209,5819,24.0,4.9,Windy,Medium,1,Snack,motorcycle,1.0,No,Urban,15,20002.48931501198
15210,13188,25.0,4.8,Sunny,Medium,2,Snack,motorcycle,0.0,No,Metropolitian,13,20002.51186914271
15211,12331,32.0,4.9,Cloudy,Jam,0,Meal,motorcycle,1.0,No,Urban,30,20002.51394765438
15212,11446,34.0,4.8,Cloudy,Jam,1,Snack,scooter,0.0,No,Metropolitian,26,20002.518758131748
15213,5136,26.0,4.6,Fog,Medium,2,Drinks,scooter,1.0,No,Urban,11,20002.51875831151
15214,8746,30.0,4.2,Cloudy,High,0,Meal,motorcycle,1.0,No,Metropolitian,34,20002.517640060505
15215,40482,22.0,4.6,Sunny,Jam,1,Buffet,scooter,0.0,No,Metropolitian,15,20002.50882618631
15216,9147,15.0,1.0,,,3,Buffet,motorcycle,2.0,No,Metropolitian,34,20002.497553534162
15217,21568,38.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,29,20002.520235006075
15218,1440,25.0,4.6,Windy,Low,1,Meal,motorcycle,0.0,No,Metropolitian,18,20002.505423900464
15219,13714,36.0,4.5,Stormy,Medium,2,Meal,scooter,1.0,No,Metropolitian,33,20002.496957495794
15220,9696,23.0,4.6,Cloudy,Low,2,Snack,scooter,1.0,No,,16,20002.51970757767
15221,1206,32.0,4.0,Windy,Medium,0,Snack,motorcycle,1.0,No,Urban,40,20002.505112025086
15222,31000,20.0,4.5,Cloudy,Medium,0,Buffet,motorcycle,2.0,No,Metropolitian,40,20002.497560240714
15223,12473,33.0,4.7,Windy,Jam,2,Buffet,motorcycle,1.0,No,Metropolitian,25,20002.508943942757
15224,34664,28.0,5.0,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.510921865294
15225,16127,,,Cloudy,Jam,2,Snack,scooter,2.0,No,Metropolitian,44,20002.498216499254
15226,26018,25.0,4.8,Fog,Medium,1,Buffet,motorcycle,1.0,No,Metropolitian,17,20002.515836000974
15227,43555,22.0,4.7,Sunny,High,1,Drinks,scooter,1.0,No,Metropolitian,15,20002.519667237088
15228,16648,28.0,5.0,Cloudy,Jam,1,Buffet,scooter,1.0,No,Urban,34,20002.505567253073
15229,11932,35.0,4.9,Sunny,Medium,0,Meal,motorcycle,1.0,No,Urban,23,20002.518758549824
15230,9600,37.0,4.7,Cloudy,Low,0,Meal,motorcycle,1.0,No,Metropolitian,39,20002.49002282386
15231,35878,29.0,5.0,Sandstorms,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,17,20002.511472878825
15232,12827,32.0,4.0,Cloudy,High,1,Snack,motorcycle,1.0,No,Metropolitian,38,20002.519729180254
15233,31427,35.0,4.8,Sunny,Jam,2,Buffet,electric_scooter,1.0,No,Urban,21,20002.508681175575
15234,39447,,,,,2,Snack,electric_scooter,0.0,No,Metropolitian,21,3770.0332845699386
15235,13479,36.0,4.3,Sandstorms,Jam,1,Buffet,motorcycle,2.0,No,,33,20002.5059546882
15236,39145,27.0,4.7,Cloudy,High,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.51754619879
15237,43643,20.0,4.9,Fog,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,25,20002.49865657665
15238,23103,21.0,4.2,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,36,20002.488489077794
15239,14724,24.0,4.6,Sunny,Jam,1,Drinks,scooter,1.0,No,Metropolitian,21,20002.491844013533
15240,32029,28.0,4.4,Sunny,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,31,20002.498492630664
15241,12271,33.0,4.7,Fog,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,32,20002.515701318058
15242,10197,24.0,4.6,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Urban,19,20002.513847879138
15243,15807,32.0,4.1,Stormy,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,36,20002.51881048135
15244,33875,22.0,4.6,Windy,Low,1,Buffet,scooter,1.0,No,Metropolitian,17,20002.513443211963
15245,38061,37.0,4.9,Fog,High,0,Snack,motorcycle,1.0,No,,26,20002.519669116737
15246,34599,30.0,4.7,Fog,Low,1,Snack,scooter,1.0,No,Metropolitian,25,20002.49881193758
15247,42297,34.0,4.8,Stormy,Low,2,Snack,scooter,1.0,No,Metropolitian,29,20002.515665581755
15248,14187,22.0,4.7,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,22,20002.518767997975
15249,29616,37.0,4.6,Sunny,Low,1,Snack,scooter,1.0,No,Urban,29,20002.497495421838
15250,45181,37.0,4.6,Windy,Medium,0,Snack,motorcycle,1.0,No,Metropolitian,30,20002.48848308128
15251,25894,37.0,4.8,Sunny,Medium,2,Buffet,scooter,1.0,No,Urban,21,20002.516074244595
15252,31788,20.0,4.6,Fog,Low,0,Meal,motorcycle,1.0,No,Urban,22,20002.51875829336
15253,36465,28.0,4.5,Stormy,Low,2,Meal,scooter,0.0,No,Metropolitian,16,20002.515939969097
15254,26053,33.0,4.2,Windy,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,24,20002.52024136427
15255,29562,34.0,4.7,Cloudy,High,1,Drinks,motorcycle,2.0,No,Metropolitian,39,20002.517546193285
15256,14910,27.0,4.9,Windy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,37,20002.505004216848
15257,16795,35.0,4.3,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,41,20002.508327439067
15258,4240,30.0,4.5,Stormy,Medium,1,Meal,motorcycle,2.0,No,Metropolitian,39,20002.508239967083
15259,5090,35.0,4.9,Sandstorms,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,27,20002.518805807336
15260,25576,,,,,3,Snack,electric_scooter,2.0,No,Metropolitian,37,20002.499370831236
15261,6466,,,Sandstorms,Medium,0,Meal,motorcycle,1.0,Yes,Metropolitian,47,4287.705701360742
15262,43672,27.0,4.3,Stormy,Low,0,Snack,motorcycle,0.0,No,Metropolitian,22,20002.519663808704
15263,8936,37.0,4.6,Windy,Low,1,Meal,scooter,0.0,No,Metropolitian,16,20002.50824017315
15264,38368,28.0,4.7,Fog,Jam,2,Drinks,scooter,0.0,No,Metropolitian,30,20002.511542579512
15265,24542,29.0,4.6,Fog,High,2,Buffet,motorcycle,1.0,No,Metropolitian,28,20002.517400170003
15266,36792,36.0,4.8,Sandstorms,Jam,0,Drinks,motorcycle,3.0,Yes,Metropolitian,49,20002.5113498545
15267,1315,32.0,4.6,Sandstorms,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,37,20002.51143404031
15268,32734,24.0,4.6,Cloudy,Low,2,Snack,electric_scooter,1.0,No,Metropolitian,13,20002.519684442785
15269,19672,33.0,4.7,Fog,Jam,0,Buffet,motorcycle,1.0,Yes,Metropolitian,54,20002.50632736721
15270,9223,26.0,4.7,Fog,High,2,Buffet,scooter,,No,Urban,25,20002.517554184888
15271,34896,39.0,4.7,Cloudy,Low,2,Buffet,motorcycle,0.0,No,Metropolitian,15,20002.520236371543
15272,10352,39.0,4.0,Fog,High,1,Buffet,scooter,1.0,No,Urban,31,20002.520246707933
15273,8074,34.0,4.7,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,23,20002.515752218438
15274,36394,21.0,4.9,Fog,Medium,0,Drinks,motorcycle,1.0,No,Metropolitian,32,20002.486207363596
15275,29597,30.0,5.0,Windy,Medium,2,Snack,motorcycle,0.0,No,Urban,21,20002.498014452634
15276,15598,26.0,4.4,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39,20002.510921865294
15277,37831,,,Fog,Low,2,Drinks,scooter,1.0,No,Urban,11,20002.513966377628
15278,33144,33.0,4.8,Stormy,High,2,Drinks,scooter,1.0,No,Metropolitian,27,20002.517379154437
15279,39450,,,Windy,Low,2,Drinks,motorcycle,1.0,No,Metropolitian,22,20002.50832716948
15280,36143,26.0,4.5,Sunny,High,0,Drinks,motorcycle,1.0,No,Metropolitian,41,20002.519688840996
15281,44202,22.0,4.7,Sunny,Low,0,Meal,motorcycle,1.0,No,Urban,26,20002.49101885505
15282,23368,38.0,4.6,Cloudy,Medium,2,Snack,scooter,1.0,No,Urban,16,20002.51569856736
15283,13578,34.0,4.7,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Urban,17,20002.520245978052
15284,14909,27.0,5.0,Stormy,Jam,1,Snack,scooter,0.0,No,Metropolitian,15,20002.508643170302
15285,1046,36.0,4.6,Sunny,Jam,2,Buffet,scooter,1.0,No,Metropolitian,18,20002.50868799007
15286,17968,32.0,4.8,Stormy,Medium,1,Meal,motorcycle,0.0,No,Metropolitian,31,20002.513797407013
15287,23435,38.0,4.6,Cloudy,Jam,1,Snack,scooter,1.0,No,Metropolitian,35,20002.518793975793
15288,30779,37.0,4.6,Fog,High,2,Snack,electric_scooter,1.0,No,Urban,29,20002.52025128374
15289,26949,34.0,4.4,Cloudy,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,37,20002.511544463207
15290,14941,28.0,4.6,Windy,Medium,2,Snack,scooter,0.0,No,Metropolitian,15,20002.49739084228
15291,37401,26.0,4.6,Stormy,Medium,1,Snack,motorcycle,1.0,No,Urban,23,20002.516073379942
15292,3138,38.0,4.8,Cloudy,Medium,2,Buffet,electric_scooter,1.0,No,,15,20002.515699911688
15293,37601,23.0,4.0,Cloudy,Jam,1,Meal,scooter,1.0,No,Urban,33,20002.498016928905
15294,35067,27.0,5.0,Stormy,Medium,2,Meal,motorcycle,0.0,No,Metropolitian,29,20002.51390042562
15295,22110,30.0,3.7,Sandstorms,Jam,2,Drinks,electric_scooter,1.0,No,Metropolitian,44,20002.48764792747
15296,20286,26.0,4.5,Windy,High,0,Drinks,motorcycle,1.0,No,Urban,23,20002.519710596585
15297,1772,21.0,4.7,Sandstorms,Medium,2,Meal,motorcycle,1.0,No,Urban,22,20002.511350055098
15298,24806,31.0,4.5,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Metropolitian,27,20002.508327274416
15299,28822,37.0,4.9,Sandstorms,High,1,Buffet,motorcycle,1.0,No,Metropolitian,33,20002.517479257993
15300,14590,22.0,4.5,Fog,Low,0,Buffet,motorcycle,0.0,No,Urban,15,20002.515926793603
15301,23420,22.0,4.5,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,19,20002.486321510754
15302,34639,38.0,4.3,Cloudy,Jam,2,Snack,electric_scooter,0.0,No,Metropolitian,36,20002.498151070373
15303,33295,25.0,5.0,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,18,20002.490106452507
15304,1287,23.0,4.7,Cloudy,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,38,20002.508824075954
15305,3948,23.0,4.6,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,12,20002.51972913967
15306,29019,24.0,4.7,Fog,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16,20002.519751924676
15307,2621,37.0,4.1,Sandstorms,Medium,2,Drinks,electric_scooter,2.0,No,Metropolitian,39,20002.505074779543
15308,13291,28.0,4.9,Sandstorms,Medium,1,Meal,scooter,1.0,No,Metropolitian,25,20002.518858959378
15309,14814,,,Fog,Medium,1,Snack,motorcycle,0.0,Yes,Metropolitian,43,20002.497496511514
15310,36566,32.0,4.9,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,29,20002.518758309845
15311,22984,20.0,4.9,Cloudy,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,29,20002.51739327758
15312,23682,30.0,4.5,Stormy,Medium,1,Snack,motorcycle,1.0,No,Metropolitian,30,20002.51880579843
15313,43419,20.0,4.8,Stormy,Low,1,Snack,scooter,0.0,No,Metropolitian,11,20002.505114026353
15314,33352,30.0,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,45,20002.48764792747
15315,37936,38.0,4.9,Cloudy,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17,20002.51361892035
15316,12017,27.0,4.5,Windy,Low,2,Snack,electric_scooter,0.0,No,Urban,10,20002.51968892392
15317,34930,,,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,23,20002.519649606602
15318,43986,38.0,4.7,Fog,High,1,Meal,scooter,1.0,No,Metropolitian,28,20002.520251327653
15319,17544,38.0,5.0,Cloudy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,41,20002.486323921305
15320,2238,20.0,4.8,Windy,Low,1,Buffet,scooter,1.0,No,Urban,12,20002.520249370024
15321,29694,20.0,4.1,Sunny,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,33,20002.486323774036
15322,45210,31.0,4.5,Stormy,Low,2,Buffet,electric_scooter,0.0,No,Metropolitian,21,20002.518719727977
15323,1205,25.0,4.9,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,19,20002.50574247712
15324,4664,28.0,4.9,Sunny,Jam,1,Meal,scooter,0.0,No,Metropolitian,18,20002.513548212744
15325,35633,33.0,4.8,Windy,Jam,0,Meal,motorcycle,2.0,No,Metropolitian,45,20002.51585753564
15326,40219,21.0,4.9,Stormy,High,1,Snack,motorcycle,1.0,No,Metropolitian,24,20002.517524558836
15327,36994,27.0,5.0,Fog,High,1,Snack,motorcycle,1.0,No,Metropolitian,32,20002.51732220814
15328,25404,26.0,4.8,Stormy,Low,1,Meal,scooter,1.0,No,Urban,15,20002.505073644883
15329,38343,36.0,4.7,Cloudy,Jam,0,Meal,motorcycle,0.0,Yes,Metropolitian,45,20002.48632214023
15330,33739,36.0,4.8,Sunny,Low,1,Meal,motorcycle,0.0,No,,20,20002.509652816792
15331,30032,33.0,4.4,Stormy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.51871955747
15332,27479,26.0,4.5,Sunny,High,2,Meal,electric_scooter,0.0,No,Metropolitian,14,20002.519691220463
15333,29501,38.0,4.8,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,29,20002.51389975398
15334,24744,30.0,4.4,Cloudy,Jam,2,Meal,scooter,2.0,No,Metropolitian,49,20002.50824017315
15335,44582,28.0,5.0,Cloudy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,40,20002.50857205307
15336,17246,37.0,4.5,Windy,Low,2,Meal,scooter,1.0,No,Urban,20,20002.52024408644
15337,28153,32.0,4.8,Cloudy,Low,0,Snack,motorcycle,1.0,No,Metropolitian,25,20002.515576659665
15338,15737,37.0,4.7,Cloudy,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,31,20002.518768367085
15339,34062,35.0,4.9,Sunny,Medium,2,Drinks,scooter,1.0,No,Urban,25,20002.505852749044
15340,36920,23.0,4.8,Sandstorms,Jam,1,Meal,scooter,1.0,No,Metropolitian,20,20002.496957495794
15341,12964,27.0,4.6,Cloudy,Low,2,Drinks,scooter,0.0,No,Metropolitian,14,20002.52025624634
15342,20854,33.0,5.0,Cloudy,Jam,2,Buffet,scooter,1.0,No,Metropolitian,26,20002.51607395619
15343,9999,31.0,4.0,Fog,Medium,2,Buffet,motorcycle,0.0,No,Metropolitian,42,20002.504952428346
